ocean_proximity,longitude,latitude
<1H OCEAN,-121.78,37.33
<1H OCEAN,-121.8,37.32
<1H OCEAN,-121.79,37.32
<1H OCEAN,-121.76,37.33
<1H OCEAN,-121.81,37.3
<1H OCEAN,-121.8,37.31
<1H OCEAN,-121.8,37.3
<1H OCEAN,-121.79,37.31
<1H OCEAN,-121.78,37.31
<1H OCEAN,-121.79,37.3
<1H OCEAN,-121.76,37.28
<1H OCEAN,-121.74,37.3
<1H OCEAN,-121.77,37.31
<1H OCEAN,-121.76,37.29
<1H OCEAN,-121.76,37.3
<1H OCEAN,-121.75,37.3
<1H OCEAN,-121.74,37.29
<1H OCEAN,-121.75,37.29
<1H OCEAN,-121.84,37.34
<1H OCEAN,-121.84,37.33
<1H OCEAN,-121.82,37.35
<1H OCEAN,-121.82,37.34
<1H OCEAN,-121.81,37.35
<1H OCEAN,-121.83,37.33
<1H OCEAN,-121.83,37.34
<1H OCEAN,-121.87,37.36
<1H OCEAN,-121.85,37.34
<1H OCEAN,-121.84,37.35
<1H OCEAN,-121.85,37.35
<1H OCEAN,-121.86,37.37
<1H OCEAN,-121.84,37.37
<1H OCEAN,-121.85,37.36
<1H OCEAN,-121.86,37.36
<1H OCEAN,-121.84,37.38
<1H OCEAN,-121.85,37.38
<1H OCEAN,-121.84,37.39
<1H OCEAN,-121.83,37.38
<1H OCEAN,-121.83,37.37
<1H OCEAN,-121.82,37.37
<1H OCEAN,-121.83,37.36
<1H OCEAN,-121.83,37.35
<1H OCEAN,-121.81,37.37
<1H OCEAN,-121.82,37.36
<1H OCEAN,-121.81,37.39
<1H OCEAN,-121.82,37.39
<1H OCEAN,-121.82,37.38
<1H OCEAN,-121.81,37.38
<1H OCEAN,-121.79,37.38
<1H OCEAN,-121.81,37.36
<1H OCEAN,-121.87,37.39
<1H OCEAN,-121.87,37.38
<1H OCEAN,-121.88,37.39
<1H OCEAN,-121.87,37.41
<1H OCEAN,-121.87,37.4
<1H OCEAN,-121.86,37.4
<1H OCEAN,-121.86,37.39
<1H OCEAN,-121.85,37.39
<1H OCEAN,-121.82,37.42
<1H OCEAN,-121.81,37.41
<1H OCEAN,-121.84,37.4
<1H OCEAN,-121.83,37.4
<1H OCEAN,-121.9,37.4
<1H OCEAN,-121.9,37.39
<1H OCEAN,-121.9,37.37
<1H OCEAN,-121.88,37.37
<1H OCEAN,-121.86,37.38
<1H OCEAN,-121.89,37.39
<1H OCEAN,-121.88,37.4
<1H OCEAN,-121.89,37.38
<1H OCEAN,-121.85,37.41
<1H OCEAN,-121.85,37.4
<1H OCEAN,-121.86,37.41
<1H OCEAN,-121.9,37.44
<1H OCEAN,-121.89,37.44
<1H OCEAN,-121.88,37.43
<1H OCEAN,-121.87,37.43
<1H OCEAN,-121.85,37.44
<1H OCEAN,-121.87,37.42
<1H OCEAN,-121.88,37.41
<1H OCEAN,-121.86,37.42
<1H OCEAN,-121.88,37.44
<1H OCEAN,-121.89,37.46
<1H OCEAN,-121.88,37.46
<1H OCEAN,-121.89,37.45
<1H OCEAN,-121.87,37.46
<1H OCEAN,-121.9,37.46
<1H OCEAN,-121.91,37.46
<1H OCEAN,-121.9,37.45
<1H OCEAN,-121.91,37.42
<1H OCEAN,-121.9,37.41
<1H OCEAN,-121.89,37.42
<1H OCEAN,-121.92,37.45
<1H OCEAN,-121.91,37.44
<1H OCEAN,-121.91,37.43
NEAR BAY,-122.07,37.44
<1H OCEAN,-121.96,37.43
<1H OCEAN,-121.97,37.44
<1H OCEAN,-121.99,37.4
<1H OCEAN,-121.99,37.39
<1H OCEAN,-122.02,37.4
<1H OCEAN,-122.01,37.4
<1H OCEAN,-122,37.4
<1H OCEAN,-122,37.39
<1H OCEAN,-121.96,37.41
<1H OCEAN,-121.97,37.4
<1H OCEAN,-121.96,37.39
<1H OCEAN,-121.95,37.39
<1H OCEAN,-121.95,37.38
<1H OCEAN,-121.95,37.41
<1H OCEAN,-121.94,37.42
<1H OCEAN,-121.93,37.4
<1H OCEAN,-121.91,37.36
<1H OCEAN,-121.92,37.36
<1H OCEAN,-121.95,37.37
<1H OCEAN,-121.95,37.36
<1H OCEAN,-121.93,37.35
<1H OCEAN,-121.93,37.34
<1H OCEAN,-121.98,37.37
<1H OCEAN,-121.98,37.36
<1H OCEAN,-121.99,37.37
<1H OCEAN,-121.97,37.36
<1H OCEAN,-121.97,37.35
<1H OCEAN,-121.96,37.36
<1H OCEAN,-121.99,37.36
<1H OCEAN,-121.98,37.35
<1H OCEAN,-121.99,37.35
<1H OCEAN,-121.98,37.34
<1H OCEAN,-121.99,37.34
<1H OCEAN,-121.96,37.35
<1H OCEAN,-121.97,37.34
<1H OCEAN,-121.95,37.35
<1H OCEAN,-121.94,37.35
<1H OCEAN,-121.94,37.34
<1H OCEAN,-121.95,37.34
<1H OCEAN,-121.95,37.33
<1H OCEAN,-121.96,37.33
<1H OCEAN,-121.96,37.34
<1H OCEAN,-121.98,37.33
<1H OCEAN,-121.97,37.33
<1H OCEAN,-121.99,37.33
<1H OCEAN,-121.98,37.31
<1H OCEAN,-121.99,37.3
<1H OCEAN,-122,37.3
<1H OCEAN,-121.98,37.32
<1H OCEAN,-121.99,37.32
<1H OCEAN,-121.99,37.31
<1H OCEAN,-121.97,37.32
<1H OCEAN,-121.96,37.32
<1H OCEAN,-121.95,37.32
<1H OCEAN,-121.95,37.31
<1H OCEAN,-121.96,37.31
<1H OCEAN,-121.97,37.31
<1H OCEAN,-121.97,37.3
<1H OCEAN,-121.95,37.3
<1H OCEAN,-121.96,37.3
<1H OCEAN,-121.94,37.29
<1H OCEAN,-121.95,37.27
<1H OCEAN,-121.95,37.28
<1H OCEAN,-121.95,37.29
<1H OCEAN,-121.98,37.3
<1H OCEAN,-121.98,37.29
<1H OCEAN,-121.96,37.28
<1H OCEAN,-121.97,37.28
<1H OCEAN,-121.98,37.28
<1H OCEAN,-121.99,37.27
<1H OCEAN,-121.99,37.29
<1H OCEAN,-121.96,37.29
<1H OCEAN,-121.97,37.29
<1H OCEAN,-121.98,37.27
<1H OCEAN,-121.96,37.27
<1H OCEAN,-121.97,37.26
<1H OCEAN,-121.96,37.26
<1H OCEAN,-121.95,37.25
<1H OCEAN,-121.95,37.24
<1H OCEAN,-121.96,37.24
<1H OCEAN,-121.96,37.25
<1H OCEAN,-121.93,37.25
<1H OCEAN,-121.94,37.24
<1H OCEAN,-121.91,37.24
<1H OCEAN,-121.92,37.24
<1H OCEAN,-121.93,37.24
<1H OCEAN,-121.91,37.23
<1H OCEAN,-121.93,37.22
<1H OCEAN,-121.96,37.23
<1H OCEAN,-121.97,37.23
<1H OCEAN,-121.98,37.22
<1H OCEAN,-121.96,37.22
<1H OCEAN,-121.95,37.21
<1H OCEAN,-121.97,37.24
<1H OCEAN,-121.98,37.23
<1H OCEAN,-122,37.23
<1H OCEAN,-121.97,37.25
<1H OCEAN,-121.98,37.26
<1H OCEAN,-121.99,37.26
<1H OCEAN,-121.98,37.25
<1H OCEAN,-121.99,37.25
<1H OCEAN,-121.98,37.24
<1H OCEAN,-122,37.27
<1H OCEAN,-122.01,37.27
<1H OCEAN,-122.02,37.26
<1H OCEAN,-122.01,37.25
<1H OCEAN,-122.01,37.26
<1H OCEAN,-122.03,37.25
<1H OCEAN,-122.04,37.24
<1H OCEAN,-122.02,37.24
<1H OCEAN,-122.03,37.29
<1H OCEAN,-122.02,37.29
<1H OCEAN,-122.01,37.29
<1H OCEAN,-122.01,37.28
<1H OCEAN,-122,37.28
<1H OCEAN,-122.03,37.27
<1H OCEAN,-122.03,37.28
<1H OCEAN,-122.02,37.28
<1H OCEAN,-122.06,37.27
<1H OCEAN,-122.04,37.29
<1H OCEAN,-122.04,37.26
<1H OCEAN,-122.06,37.33
<1H OCEAN,-122.06,37.32
<1H OCEAN,-122.05,37.31
<1H OCEAN,-122.06,37.3
<1H OCEAN,-122.07,37.33
<1H OCEAN,-122.07,37.31
<1H OCEAN,-122.08,37.3
<1H OCEAN,-122.08,37.31
<1H OCEAN,-122.04,37.34
<1H OCEAN,-122.06,37.34
<1H OCEAN,-122.05,37.33
<1H OCEAN,-122.04,37.33
<1H OCEAN,-122.04,37.32
<1H OCEAN,-122.04,37.31
<1H OCEAN,-122.04,37.3
<1H OCEAN,-122.03,37.31
<1H OCEAN,-122.01,37.3
<1H OCEAN,-122.01,37.31
<1H OCEAN,-122,37.31
<1H OCEAN,-122.03,37.3
<1H OCEAN,-122.02,37.31
<1H OCEAN,-122.02,37.3
<1H OCEAN,-122.02,37.32
<1H OCEAN,-122.03,37.32
<1H OCEAN,-122,37.32
<1H OCEAN,-122.01,37.32
<1H OCEAN,-122.02,37.33
<1H OCEAN,-122.03,37.33
<1H OCEAN,-122.03,37.34
<1H OCEAN,-122.02,37.34
<1H OCEAN,-122,37.33
<1H OCEAN,-122.02,37.35
<1H OCEAN,-122.03,37.35
<1H OCEAN,-122.01,37.35
<1H OCEAN,-122,37.35
<1H OCEAN,-122,37.34
<1H OCEAN,-122.01,37.34
<1H OCEAN,-122.05,37.35
<1H OCEAN,-122.05,37.34
<1H OCEAN,-122.04,37.35
<1H OCEAN,-122.05,37.37
<1H OCEAN,-122.05,37.36
<1H OCEAN,-122.06,37.35
<1H OCEAN,-122.06,37.36
<1H OCEAN,-122.06,37.37
<1H OCEAN,-122.04,37.37
<1H OCEAN,-122.03,37.36
<1H OCEAN,-122.04,37.36
<1H OCEAN,-122.03,37.37
<1H OCEAN,-122.02,37.36
<1H OCEAN,-122.01,37.36
<1H OCEAN,-122,37.36
<1H OCEAN,-122.04,37.38
<1H OCEAN,-122.03,37.38
<1H OCEAN,-122.02,37.38
<1H OCEAN,-122.01,37.38
<1H OCEAN,-122.02,37.37
<1H OCEAN,-122.01,37.37
<1H OCEAN,-122,37.37
<1H OCEAN,-122.03,37.39
<1H OCEAN,-122.01,37.39
<1H OCEAN,-122.02,37.39
<1H OCEAN,-122.04,37.39
<1H OCEAN,-122.05,37.38
NEAR BAY,-122.06,37.38
<1H OCEAN,-122.05,37.39
NEAR BAY,-122.06,37.4
NEAR BAY,-122.06,37.39
NEAR BAY,-122.07,37.39
NEAR BAY,-122.08,37.4
NEAR BAY,-122.07,37.4
NEAR BAY,-122.07,37.41
NEAR BAY,-122.08,37.41
NEAR BAY,-122.09,37.4
NEAR BAY,-122.1,37.41
NEAR BAY,-122.09,37.41
NEAR BAY,-122.09,37.42
NEAR BAY,-122.11,37.41
NEAR BAY,-122.1,37.4
NEAR BAY,-122.11,37.4
NEAR BAY,-122.09,37.39
NEAR BAY,-122.08,37.39
NEAR BAY,-122.07,37.38
NEAR BAY,-122.1,37.39
NEAR BAY,-122.09,37.38
NEAR BAY,-122.08,37.38
NEAR BAY,-122.08,37.37
NEAR BAY,-122.09,37.37
NEAR BAY,-122.07,37.37
<1H OCEAN,-122.07,37.36
NEAR BAY,-122.08,37.36
NEAR BAY,-122.09,37.36
<1H OCEAN,-122.07,37.34
<1H OCEAN,-122.07,37.35
NEAR BAY,-122.08,37.35
<1H OCEAN,-122.08,37.34
NEAR BAY,-122.1,37.38
NEAR BAY,-122.1,37.37
NEAR BAY,-122.11,37.37
NEAR BAY,-122.11,37.38
NEAR BAY,-122.12,37.37
NEAR BAY,-122.11,37.39
NEAR BAY,-122.12,37.4
NEAR BAY,-122.12,37.39
NEAR BAY,-122.12,37.38
NEAR BAY,-122.13,37.4
NEAR BAY,-122.13,37.41
NEAR BAY,-122.14,37.41
NEAR BAY,-122.14,37.42
NEAR BAY,-122.13,37.42
NEAR BAY,-122.12,37.41
NEAR BAY,-122.11,37.43
NEAR BAY,-122.11,37.42
NEAR BAY,-122.12,37.42
NEAR BAY,-122.13,37.43
NEAR BAY,-122.12,37.43
NEAR BAY,-122.12,37.44
NEAR BAY,-122.13,37.44
NEAR BAY,-122.11,37.44
NEAR BAY,-122.13,37.45
NEAR BAY,-122.14,37.45
NEAR BAY,-122.15,37.45
NEAR BAY,-122.16,37.44
NEAR BAY,-122.15,37.44
NEAR BAY,-122.14,37.44
NEAR BAY,-122.14,37.43
NEAR BAY,-122.15,37.43
NEAR BAY,-122.15,37.42
NEAR OCEAN,-122.16,37.42
NEAR BAY,-122.15,37.41
NEAR OCEAN,-122.17,37.43
NEAR OCEAN,-122.18,37.41
NEAR BAY,-122.13,37.39
NEAR BAY,-122.11,37.36
NEAR BAY,-122.13,37.37
NEAR BAY,-122.14,37.38
NEAR BAY,-122.1,37.36
NEAR BAY,-122.09,37.35
NEAR BAY,-122.14,37.36
NEAR BAY,-122.15,37.35
<1H OCEAN,-122.11,37.31
<1H OCEAN,-122.12,37.29
<1H OCEAN,-122.12,37.28
<1H OCEAN,-122.08,37.24
<1H OCEAN,-122.01,37.18
<1H OCEAN,-121.98,37.16
<1H OCEAN,-121.9,37.16
<1H OCEAN,-121.93,37.13
<1H OCEAN,-121.88,37.24
<1H OCEAN,-121.9,37.24
<1H OCEAN,-121.86,37.22
<1H OCEAN,-121.86,37.23
<1H OCEAN,-121.85,37.22
<1H OCEAN,-121.89,37.21
<1H OCEAN,-121.84,37.18
<1H OCEAN,-121.87,37.22
<1H OCEAN,-121.86,37.21
<1H OCEAN,-121.87,37.21
<1H OCEAN,-121.83,37.23
<1H OCEAN,-121.8,37.19
<1H OCEAN,-121.84,37.21
<1H OCEAN,-121.83,37.2
<1H OCEAN,-121.83,37.21
<1H OCEAN,-121.89,37.23
<1H OCEAN,-121.87,37.23
<1H OCEAN,-121.87,37.27
<1H OCEAN,-121.86,37.27
<1H OCEAN,-121.77,37.23
<1H OCEAN,-121.77,37.22
<1H OCEAN,-121.76,37.23
<1H OCEAN,-121.84,37.25
<1H OCEAN,-121.84,37.24
<1H OCEAN,-121.85,37.24
<1H OCEAN,-121.86,37.25
<1H OCEAN,-121.81,37.27
<1H OCEAN,-121.8,37.27
<1H OCEAN,-121.82,37.27
<1H OCEAN,-121.8,37.26
<1H OCEAN,-121.85,37.27
<1H OCEAN,-121.84,37.27
<1H OCEAN,-121.83,37.27
<1H OCEAN,-121.82,37.26
<1H OCEAN,-121.83,37.26
<1H OCEAN,-121.81,37.26
<1H OCEAN,-121.81,37.25
<1H OCEAN,-121.82,37.25
<1H OCEAN,-121.83,37.25
<1H OCEAN,-121.87,37.26
<1H OCEAN,-121.86,37.26
<1H OCEAN,-121.85,37.26
<1H OCEAN,-121.84,37.26
<1H OCEAN,-121.87,37.25
<1H OCEAN,-121.85,37.25
<1H OCEAN,-121.83,37.24
<1H OCEAN,-121.81,37.24
<1H OCEAN,-121.82,37.24
<1H OCEAN,-121.82,37.23
<1H OCEAN,-121.81,37.23
<1H OCEAN,-121.78,37.24
<1H OCEAN,-121.78,37.22
<1H OCEAN,-121.78,37.23
<1H OCEAN,-121.79,37.23
<1H OCEAN,-121.8,37.23
<1H OCEAN,-121.76,37.26
<1H OCEAN,-121.77,37.24
<1H OCEAN,-121.7,37.2
<1H OCEAN,-121.74,37.19
<1H OCEAN,-121.72,37.16
<1H OCEAN,-121.75,37.11
<1H OCEAN,-121.68,37
<1H OCEAN,-121.61,37.15
<1H OCEAN,-121.6,37.13
<1H OCEAN,-121.64,37.15
<1H OCEAN,-121.64,37.14
<1H OCEAN,-121.63,37.12
<1H OCEAN,-121.69,37.14
<1H OCEAN,-121.66,37.13
<1H OCEAN,-121.65,37.12
<1H OCEAN,-121.66,37.11
<1H OCEAN,-121.65,37.11
<1H OCEAN,-121.63,37.1
<1H OCEAN,-121.67,37.13
<1H OCEAN,-121.56,37.08
<1H OCEAN,-121.61,37.06
<1H OCEAN,-121.6,37.09
<1H OCEAN,-121.62,37.09
INLAND,-121.58,37.01
INLAND,-121.57,37
INLAND,-121.57,36.98
INLAND,-121.59,36.97
INLAND,-121.59,37.01
<1H OCEAN,-121.61,37.03
INLAND,-121.58,37.03
INLAND,-121.58,37.02
INLAND,-121.59,37.02
INLAND,-121.57,37.02
INLAND,-121.57,37.01
INLAND,-121.56,37
INLAND,-121.54,36.99
INLAND,-121.51,37.02
<1H OCEAN,-121.74,37.35
INLAND,-121.55,37.37
<1H OCEAN,-121.59,37.19
INLAND,-121.37,37.06
<1H OCEAN,-122.03,37.18
<1H OCEAN,-121.96,37.13
<1H OCEAN,-121.98,37.14
NEAR OCEAN,-122,37
NEAR OCEAN,-122.01,36.99
NEAR OCEAN,-121.99,36.99
NEAR OCEAN,-121.99,36.98
NEAR OCEAN,-122,36.98
NEAR OCEAN,-122.01,36.98
NEAR OCEAN,-122.02,36.99
NEAR OCEAN,-122.02,36.98
NEAR OCEAN,-122.04,36.98
NEAR OCEAN,-122.04,36.97
NEAR OCEAN,-122.06,37
NEAR OCEAN,-122.05,36.97
NEAR OCEAN,-122.06,36.98
NEAR OCEAN,-122.04,36.96
NEAR OCEAN,-122.03,36.98
NEAR OCEAN,-122.02,36.97
NEAR OCEAN,-122.01,36.97
NEAR OCEAN,-122,36.97
NEAR OCEAN,-122,36.93
NEAR OCEAN,-122.01,36.95
NEAR OCEAN,-122.03,36.97
NEAR OCEAN,-122.03,36.96
NEAR OCEAN,-122.02,36.96
NEAR OCEAN,-122.04,36.95
NEAR OCEAN,-122.01,36.91
NEAR OCEAN,-122.05,36.96
NEAR OCEAN,-122.06,36.96
NEAR OCEAN,-122.05,36.87
NEAR OCEAN,-122.04,37
<1H OCEAN,-121.75,36.91
<1H OCEAN,-121.74,36.92
<1H OCEAN,-121.75,36.93
<1H OCEAN,-121.75,36.92
<1H OCEAN,-121.76,36.92
<1H OCEAN,-121.76,36.91
<1H OCEAN,-121.77,36.91
<1H OCEAN,-121.76,36.9
<1H OCEAN,-121.77,36.93
<1H OCEAN,-121.77,36.92
<1H OCEAN,-121.79,36.93
<1H OCEAN,-121.78,36.92
<1H OCEAN,-121.78,36.93
<1H OCEAN,-121.77,36.94
<1H OCEAN,-121.79,36.95
<1H OCEAN,-121.8,36.94
NEAR OCEAN,-122.25,37.08
NEAR OCEAN,-122.14,37.08
NEAR OCEAN,-122.11,37.05
NEAR OCEAN,-122.13,36.97
NEAR OCEAN,-122.07,37.13
NEAR OCEAN,-122.09,37.09
NEAR OCEAN,-122.09,37.11
NEAR OCEAN,-122.12,37.09
NEAR OCEAN,-122.09,37.07
NEAR OCEAN,-122.08,37.08
NEAR OCEAN,-122.16,37.17
NEAR OCEAN,-122.12,37.12
NEAR OCEAN,-122.18,37.15
NEAR OCEAN,-122.12,37.16
NEAR OCEAN,-122.1,37.19
NEAR OCEAN,-122.08,37.15
NEAR OCEAN,-122.11,37.11
NEAR OCEAN,-122.11,37.14
NEAR OCEAN,-122.13,37.15
<1H OCEAN,-122.09,37.21
<1H OCEAN,-122,37.12
NEAR OCEAN,-122.04,37.12
NEAR OCEAN,-122.02,37.11
NEAR OCEAN,-122.05,37.11
NEAR OCEAN,-122.07,37.08
NEAR OCEAN,-122.05,37.05
NEAR OCEAN,-122.07,37.06
NEAR OCEAN,-122.08,37.04
NEAR OCEAN,-122.08,37.03
NEAR OCEAN,-122.04,37.04
NEAR OCEAN,-122.03,37.03
NEAR OCEAN,-122.02,37.01
NEAR OCEAN,-122.03,37
NEAR OCEAN,-122.04,37.08
NEAR OCEAN,-122.02,37.09
NEAR OCEAN,-122.03,37.05
NEAR OCEAN,-122.01,37.06
NEAR OCEAN,-122,37.08
<1H OCEAN,-121.95,37.11
<1H OCEAN,-121.96,37.1
<1H OCEAN,-121.87,37.1
<1H OCEAN,-121.9,37.1
<1H OCEAN,-121.93,37.04
NEAR OCEAN,-121.96,37.03
<1H OCEAN,-121.93,37.05
NEAR OCEAN,-121.96,37.06
NEAR OCEAN,-121.99,37.05
NEAR OCEAN,-122,37.06
NEAR OCEAN,-122.01,37.03
NEAR OCEAN,-121.97,37.01
NEAR OCEAN,-121.98,36.99
NEAR OCEAN,-121.97,37
NEAR OCEAN,-121.98,36.98
NEAR OCEAN,-121.98,36.97
NEAR OCEAN,-121.98,36.96
NEAR OCEAN,-121.99,36.97
NEAR OCEAN,-121.99,36.96
NEAR OCEAN,-121.96,36.88
NEAR OCEAN,-121.97,36.97
NEAR OCEAN,-121.97,36.96
NEAR OCEAN,-121.96,36.98
NEAR OCEAN,-121.97,36.98
NEAR OCEAN,-121.96,36.97
NEAR OCEAN,-121.94,36.98
NEAR OCEAN,-121.95,36.98
NEAR OCEAN,-121.94,36.97
NEAR OCEAN,-121.93,36.99
NEAR OCEAN,-121.94,37
NEAR OCEAN,-121.96,37
NEAR OCEAN,-121.96,36.99
NEAR OCEAN,-121.94,36.99
<1H OCEAN,-121.86,37
NEAR OCEAN,-121.91,36.99
NEAR OCEAN,-121.91,36.98
NEAR OCEAN,-121.88,36.98
NEAR OCEAN,-121.91,36.97
NEAR OCEAN,-121.92,36.95
NEAR OCEAN,-121.88,36.96
NEAR OCEAN,-121.9,36.97
NEAR OCEAN,-121.9,36.93
NEAR OCEAN,-121.87,36.95
NEAR OCEAN,-121.84,36.94
NEAR OCEAN,-121.89,36.89
NEAR OCEAN,-121.91,36.85
NEAR OCEAN,-121.82,36.86
<1H OCEAN,-121.79,37
<1H OCEAN,-121.83,36.98
<1H OCEAN,-121.82,36.95
<1H OCEAN,-121.83,37.02
<1H OCEAN,-121.76,37
<1H OCEAN,-121.79,37.03
<1H OCEAN,-121.69,36.96
<1H OCEAN,-121.75,36.96
<1H OCEAN,-121.75,36.95
<1H OCEAN,-121.77,36.96
<1H OCEAN,-121.73,36.93
<1H OCEAN,-121.67,36.93
INLAND,-122.39,40.59
INLAND,-122.39,40.58
INLAND,-122.37,40.58
INLAND,-122.38,40.58
INLAND,-122.36,40.58
INLAND,-122.34,40.58
INLAND,-122.35,40.57
INLAND,-122.34,40.57
INLAND,-122.38,40.57
INLAND,-122.38,40.56
INLAND,-122.38,40.54
INLAND,-122.37,40.54
INLAND,-122.4,40.58
INLAND,-122.41,40.58
INLAND,-122.39,40.57
INLAND,-122.42,40.59
INLAND,-122.45,40.61
INLAND,-122.45,40.56
INLAND,-122.42,40.57
INLAND,-122.4,40.57
INLAND,-122.4,40.62
INLAND,-122.42,40.6
INLAND,-122.39,40.6
INLAND,-122.38,40.61
INLAND,-122.37,40.6
INLAND,-122.39,40.64
INLAND,-122.36,40.62
INLAND,-122.34,40.63
INLAND,-122.33,40.6
INLAND,-122.32,40.58
INLAND,-122.3,40.58
INLAND,-122.36,40.56
INLAND,-122.37,40.55
INLAND,-122.36,40.55
INLAND,-122.46,40.52
INLAND,-122.41,40.55
INLAND,-122.41,40.53
INLAND,-122.39,40.53
INLAND,-122.39,40.52
INLAND,-122.4,40.51
INLAND,-122.37,40.52
INLAND,-122.35,40.56
INLAND,-122.35,40.54
INLAND,-122.36,40.57
INLAND,-122.33,40.57
INLAND,-122.32,40.57
INLAND,-122.31,40.55
INLAND,-122.34,40.51
INLAND,-122.33,40.52
INLAND,-122.31,40.49
INLAND,-122.28,40.5
INLAND,-122.4,40.71
INLAND,-122.43,40.66
INLAND,-122.42,40.63
INLAND,-122.38,40.69
INLAND,-122.36,40.69
INLAND,-122.35,40.68
INLAND,-122.36,40.68
INLAND,-122.38,40.67
INLAND,-122.36,40.66
INLAND,-122.31,40.65
INLAND,-122.25,40.6
INLAND,-122.23,40.63
INLAND,-122.25,40.66
INLAND,-122.32,40.71
INLAND,-122.31,40.75
INLAND,-122.27,40.53
INLAND,-122.26,40.58
INLAND,-122.23,40.57
INLAND,-122.24,40.51
INLAND,-122.31,40.45
INLAND,-122.29,40.44
INLAND,-122.29,40.43
INLAND,-122.29,40.47
INLAND,-122.31,40.47
INLAND,-122.3,40.45
INLAND,-122.27,40.46
INLAND,-122.24,40.45
INLAND,-122.25,40.42
INLAND,-122.23,40.4
INLAND,-122.27,40.39
INLAND,-122.29,40.39
INLAND,-122.33,40.48
INLAND,-122.33,40.47
INLAND,-122.36,40.48
INLAND,-122.37,40.45
INLAND,-122.42,40.44
INLAND,-122.43,40.47
INLAND,-122.45,40.46
INLAND,-122.37,40.39
INLAND,-122.32,40.42
INLAND,-122.56,40.75
INLAND,-122.57,40.61
INLAND,-122.66,40.52
INLAND,-122.76,40.4
INLAND,-122.34,41.06
INLAND,-122.31,40.89
INLAND,-122.45,40.85
INLAND,-122.07,40.95
INLAND,-121.89,40.97
INLAND,-121.86,40.77
INLAND,-121.83,40.69
INLAND,-122.08,40.64
INLAND,-122.06,40.55
INLAND,-121.92,40.52
INLAND,-121.67,40.61
INLAND,-121.55,40.48
INLAND,-121.64,40.9
INLAND,-121.67,40.87
INLAND,-121.65,40.88
INLAND,-121.67,40.89
INLAND,-121.63,40.92
INLAND,-121.41,40.82
INLAND,-121.47,41.12
INLAND,-121.45,41.04
INLAND,-120.08,39.61
INLAND,-120.23,39.56
INLAND,-120.48,39.66
INLAND,-120.24,39.67
INLAND,-120.73,39.63
INLAND,-120.92,39.56
INLAND,-120.51,39.52
INLAND,-121.62,41.78
INLAND,-121.93,41.86
INLAND,-122.33,41.86
INLAND,-122.53,41.81
INLAND,-122.26,41.66
INLAND,-122.64,41.95
INLAND,-123.26,41.86
INLAND,-123.38,41.8
INLAND,-123.41,41.6
INLAND,-122.92,41.7
INLAND,-122.56,41.69
INLAND,-122.61,41.74
INLAND,-122.64,41.74
INLAND,-122.64,41.73
INLAND,-122.65,41.72
INLAND,-122.73,41.76
INLAND,-122.64,41.63
INLAND,-122.56,41.53
INLAND,-122.93,41.48
INLAND,-122.9,41.46
INLAND,-123.08,41.26
INLAND,-122.38,41.54
INLAND,-122.49,41.43
INLAND,-122.38,41.43
INLAND,-122.37,41.41
INLAND,-122.39,41.41
INLAND,-122.32,41.31
INLAND,-122.3,41.32
INLAND,-122.3,41.31
INLAND,-122.28,41.38
INLAND,-122.45,41.28
INLAND,-122.34,41.21
INLAND,-122.27,41.23
INLAND,-122.27,41.2
INLAND,-121.76,41.5
INLAND,-122.09,41.32
NEAR BAY,-122.22,38.12
NEAR BAY,-122.19,38.13
NEAR BAY,-122.21,38.11
NEAR BAY,-122.21,38.1
NEAR BAY,-122.22,38.11
NEAR BAY,-122.22,38.1
NEAR BAY,-122.22,38.09
NEAR BAY,-122.21,38.09
NEAR BAY,-122.2,38.09
NEAR BAY,-122.22,38.08
NEAR BAY,-122.22,38.07
NEAR BAY,-122.25,38.09
NEAR BAY,-122.23,38.09
NEAR BAY,-122.24,38.07
NEAR BAY,-122.26,38.1
NEAR BAY,-122.25,38.1
NEAR BAY,-122.23,38.1
NEAR BAY,-122.24,38.1
NEAR BAY,-122.24,38.11
NEAR BAY,-122.23,38.12
NEAR BAY,-122.23,38.11
NEAR BAY,-122.23,38.13
NEAR BAY,-122.24,38.13
NEAR BAY,-122.24,38.12
NEAR BAY,-122.25,38.12
NEAR BAY,-122.25,38.11
NEAR BAY,-122.26,38.11
NEAR BAY,-122.26,38.12
NEAR BAY,-122.27,38.12
NEAR BAY,-122.26,38.15
NEAR BAY,-122.26,38.14
NEAR BAY,-122.32,38.12
NEAR BAY,-122.26,38.13
NEAR BAY,-122.24,38.14
NEAR BAY,-122.24,38.15
NEAR BAY,-122.25,38.15
NEAR BAY,-122.22,38.15
NEAR BAY,-122.23,38.15
NEAR BAY,-122.23,38.14
NEAR BAY,-122.15,38.04
NEAR BAY,-122.16,38.05
NEAR BAY,-122.19,38.07
NEAR BAY,-122.18,38.07
NEAR BAY,-122.17,38.07
NEAR BAY,-122.16,38.07
NEAR BAY,-122.17,38.06
NEAR BAY,-122.15,38.06
NEAR BAY,-122.17,38.08
NEAR BAY,-122.2,38.1
NEAR BAY,-122.19,38.09
NEAR BAY,-122.14,38.05
NEAR BAY,-122.14,38.07
NEAR BAY,-122.11,38.09
NEAR BAY,-122.13,38.26
NEAR BAY,-122.15,38.29
NEAR BAY,-122.18,38.29
NEAR BAY,-122.18,38.23
